event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max
EVT-00178,NWSS_wi_231_Treatment plant_raw wastewater,2024-01-29,2024-01-29,2024-01-29,1,1.7819398262035049,1.7819398262035049,"rolling_zscore,stl_residual",2
EVT-00179,NWSS_wi_231_Treatment plant_raw wastewater,2024-04-22,2024-04-22,2024-04-22,1,0.6880611831898172,0.6880611831898172,"stl_residual,cusum_trend",2
EVT-00180,NWSS_wi_231_Treatment plant_raw wastewater,2024-07-18,2024-07-18,2024-07-18,1,2.0892965082661377,2.0892965082661377,"rolling_zscore,stl_residual,cusum_trend",3
EVT-00181,NWSS_wi_231_Treatment plant_raw wastewater,2024-09-19,2024-09-19,2024-09-19,1,2.104869738583835,2.104869738583835,"rolling_zscore,stl_residual",2
EVT-00182,NWSS_wi_231_Treatment plant_raw wastewater,2024-10-01,2024-10-01,2024-10-01,1,2.070045393704434,2.070045393704434,"rolling_zscore,stl_residual",2
EVT-00183,NWSS_wi_231_Treatment plant_raw wastewater,2024-10-31,2024-10-31,2024-10-31,1,2.432092361106184,2.432092361106184,"rolling_zscore,stl_residual",2
EVT-00184,NWSS_wi_231_Treatment plant_raw wastewater,2024-12-04,2024-12-05,2024-12-04,2,2.312199187653445,1.2908803150134824,"pelt_changepoint,cusum_trend",2
EVT-00185,NWSS_wi_231_Treatment plant_raw wastewater,2025-01-13,2025-01-13,2025-01-13,1,1.9339025763999238,1.9339025763999238,"rolling_zscore,stl_residual",2
EVT-00186,NWSS_wi_231_Treatment plant_raw wastewater,2025-01-28,2025-01-28,2025-01-28,1,2.2500571860449092,2.2500571860449092,"rolling_zscore,stl_residual",2
EVT-00187,NWSS_wi_231_Treatment plant_raw wastewater,2025-04-19,2025-04-21,2025-04-21,3,1.87629118647428,1.641402796621163,"rolling_zscore,stl_residual,cusum_trend",2
EVT-00188,NWSS_wi_231_Treatment plant_raw wastewater,2025-05-03,2025-05-03,2025-05-03,1,1.3639035873883811,1.3639035873883811,"stl_residual,pelt_changepoint",2
EVT-00189,NWSS_wi_231_Treatment plant_raw wastewater,2025-05-15,2025-05-15,2025-05-15,1,2.119162184898644,2.119162184898644,"rolling_zscore,stl_residual",2
EVT-00190,NWSS_wi_231_Treatment plant_raw wastewater,2025-06-23,2025-06-23,2025-06-23,1,1.5670814972832794,1.5670814972832794,"rolling_zscore,stl_residual",2
EVT-00191,NWSS_wi_231_Treatment plant_raw wastewater,2025-07-17,2025-07-17,2025-07-17,1,0.6428320343971757,0.6428320343971757,"stl_residual,pelt_changepoint",2
EVT-00192,NWSS_wi_231_Treatment plant_raw wastewater,2025-07-29,2025-07-29,2025-07-29,1,2.231668549545797,2.231668549545797,"rolling_zscore,stl_residual",2
EVT-00193,NWSS_wy_2628_Treatment plant_raw wastewater,2023-09-13,2023-09-13,2023-09-13,1,0.0,0.0,"rolling_zscore,stl_residual",2
EVT-00194,NWSS_wy_2628_Treatment plant_raw wastewater,2024-01-02,2024-01-02,2024-01-02,1,1.6436014554528007,1.6436014554528007,"rolling_zscore,stl_residual",2
EVT-00195,NWSS_wy_2628_Treatment plant_raw wastewater,2024-03-06,2024-03-06,2024-03-06,1,0.0,0.0,"rolling_zscore,stl_residual",2
EVT-00196,NWSS_wy_2628_Treatment plant_raw wastewater,2024-03-12,2024-03-12,2024-03-12,1,0.0,0.0,"rolling_zscore,stl_residual",2
EVT-00197,NWSS_wy_2628_Treatment plant_raw wastewater,2025-03-26,2025-03-26,2025-03-26,1,0.0,0.0,"rolling_zscore,stl_residual",2
EVT-00198,NWSS_wy_2628_Treatment plant_raw wastewater,2025-06-11,2025-06-11,2025-06-11,1,0.0,0.0,"rolling_zscore,stl_residual",2
EVT-00199,NWSS_wy_2628_Treatment plant_raw wastewater,2025-07-30,2025-07-30,2025-07-30,1,0.0,0.0,"rolling_zscore,stl_residual",2
